"state_name","county_name","year","qtr","total_establishments","total_employment","total_wages","avg_weekly_wage"
"Mississippi","Leake County",2023,1,"684","10530.6666666666666666","102044936","745.40"
"Ohio","Adams County",2023,1,"1368","12418.6666666666666666","150239560","930.61"
"South Dakota","Davison County",2023,1,"1634","24365.3333333333333333","296640418","936.51"
"Nebraska","Deuel County",2023,1,"162","997.3333333333333333","9820524","757.44"
"Minnesota","Olmsted County",2023,1,"8122","200685.9999999999996666","3761280764","1441.70"
"Michigan","Branch County",2023,1,"1840","26340.00000000000033340000","331630736","968.49"
"Kentucky","Barren County",2023,1,"2458","31229.3333333333336666","364651890","898.20"
"Montana","Carter County",2023,1,"120","582.6666666666666666","5861470","773.83"
"Montana","Meagher County",2023,1,"260","1461.3333333333333333","12332638","649.18"
"Missouri","Dent County",2023,1,"1158","7719.9999999999999999","76448928","761.75"
"Delaware","New Castle County",2023,1,"52518","590939.3333333333333333","12488561672","1625.65"
"Ohio","Champaign County",2023,1,"1446","20496.6666666666666667","260154576","976.35"
"Georgia","Cherokee County",2023,1,"15118","140778.0000000000000000","1809990192","989.00"
"Texas","Victoria County",2023,1,"4872","74564.6666666666663333","1042199752","1075.16"
"Indiana","Blackford County",2023,1,"476","5977.3333333333333334","69490332","894.28"
"Montana","Sheridan County",2023,1,"460","2475.3333333333333334","27578126","857.01"
"Illinois","Whiteside County",2023,1,"2348","41372.6666666666663333","534362964","993.53"
"Florida","Santa Rosa County",2023,1,"9024","85209.3333333333333333","1020032526","920.84"
"Missouri","Crawford County",2023,1,"1356","13063.3333333333333333","152690670","899.11"
"Virginia","Buckingham County",2023,1,"1332","5903.3333333333333333","70331794","916.45"
"Kentucky","Monroe County",2023,1,"564","6444.6666666666666667","67039074","800.17"
"South Dakota","Codington County",2023,1,"2792","33365.9999999999996667","415695694","958.36"
"Wisconsin","Racine County",2023,1,"9458","147474.0000000000003334","2160199432","1126.77"
"Ohio","Hamilton County",2023,1,"54024","1016985.3333333333333334","20018734232","1514.18"
"Georgia","Lanier County",2023,1,"264","2850.6666666666666666","27509526","742.32"
"Mississippi","Montgomery County",2023,1,"470","4958.6666666666666666","47987976","744.43"
"Oregon","Douglas County",2023,1,"7330","76822.6666666666666667","963143620","964.40"
"Montana","Prairie County",2023,1,"112","936.0000000000000000","9080694","746.28"
"Kansas","Edwards County",2023,1,"254","1768.6666666666666667","19345656","841.38"
"Texas","Castro County",2023,1,"590","4910.6666666666666667","54195946","848.95"
"Tennessee","Weakley County",2023,1,"1328","21740.0000000000000000","229920680","813.53"
"Pennsylvania","Lehigh County",2023,1,"17798","393631.3333333333336667","6640185588","1297.62"
"Minnesota","Fillmore County",2023,1,"1556","11972.6666666666666667","127282062","817.77"
"Iowa","Monona County",2023,1,"626","5081.3333333333333334","57063988","863.86"
"Missouri","Bates County",2023,1,"908","7258.0000000000000000","70680948","749.10"
"North Carolina","Brunswick County",2023,1,"8224","76134.6666666666666666","967720118","977.74"
"Kentucky","Russell County",2023,1,"1006","12080.0000000000000000","122068596","777.31"
"New York","Westchester County",2023,1,"74628","829736.6666666666663333","21168427498","1962.48"
"Ohio","Putnam County",2023,1,"1716","23795.3333333333333334","308420708","997.03"
"Virginia","King William County",2023,1,"1154","7908.6666666666666666","110953816","1079.18"
"Kansas","Montgomery County",2023,1,"4048","29449.3333333333336667","325862902","851.17"
"Georgia","Screven County",2023,1,"592","5789.3333333333333333","59283168","787.70"
"Kentucky","Nicholas County",2023,1,"220","1697.3333333333333334","14838684","672.49"
"South Carolina","Cherokee County",2023,1,"1864","38680.6666666666660000","420686706","836.61"
"Michigan","Macomb County",2023,1,"42378","667038.6666666666660000","11749024768","1354.90"
"Kentucky","Bracken County",2023,1,"410","2880.6666666666666666","32162362","858.84"
"South Carolina","Horry County",2023,1,"22898","268035.3333333333343333","3058631406","877.79"
"Virginia","Louisa County",2023,1,"2454","20168.6666666666666666","290433898","1107.71"
"Michigan","Ionia County",2023,1,"2300","36877.3333333333336666","434038568","905.37"
"Ohio","Monroe County",2023,1,"776","5804.0000000000000000","64502254","854.88"
"North Dakota","Sheridan County",2023,1,"100","428.6666666666666666","3598142","645.68"
"Massachusetts","Berkshire County",2023,1,"11310","114281.9999999999996667","1738334968","1170.07"
"North Carolina","Bertie County",2023,1,"668","10365.3333333333333333","105088756","779.88"
"Georgia","Oconee County",2023,1,"2976","28318.6666666666663333","333370630","905.55"
"Georgia","Oglethorpe County",2023,1,"486","3846.0000000000000000","40589252","811.82"
"Wisconsin","Vernon County",2023,1,"1494","16887.3333333333333333","184551490","840.65"
"Oregon","Jefferson County",2023,1,"1392","13758.6666666666666666","172527026","964.58"
"Maryland","Talbot County",2023,1,"3120","34837.3333333333340000","471924316","1042.04"
"Iowa","Cass County",2023,1,"1120","11443.3333333333333334","136365760","916.66"
"Michigan","Missaukee County",2023,1,"810","6890.66666666666666670000","75486946","842.69"
"Michigan","Cheboygan County",2023,1,"1794","10398.0000000000000000","120177964","889.06"
"Kentucky","Caldwell County",2023,1,"740","9492.6666666666666666","100444126","813.94"
"New York","Delaware County",2023,1,"2558","28086.6666666666663334","433605322","1187.55"
"South Dakota","Spink County",2023,1,"548","3476.66666666666666660000","44029723","974.18"
"Virginia","Mecklenburg County",2023,1,"2510","22908.0000000000000000","261713968","878.81"
"Georgia","Chattooga County",2023,1,"740","9678.0000000000000000","99032380","787.13"
"Iowa","Washington County",2023,1,"1672","16062.0000000000000000","177148070","848.39"
"South Dakota","Stanley County",2023,1,"312","2413.3333333333333334","25276736","805.68"
"North Dakota","Benson County",2023,1,"304","3901.3333333333333334","47200122","930.65"
"Missouri","Andrew County",2023,1,"1082","5227.3333333333333334","49278658","725.16"
"Maine","Sagadahoc County",2023,1,"2656","32578.6666666666666667","499443834","1179.26"
"Hawaii","Hawaii County",2023,1,"13952","143636.0000000000000000","1958259274","1048.73"
"Virginia","Alexandria city",2023,1,"14624","162929.3333333333333333","3632984150","1715.22"
"Virginia","Lexington city",2023,1,"660","10734.0000000000000000","126108522","903.73"
"Mississippi","Covington County",2023,1,"772","11276.0000000000000000","120641558","823.00"
"Maryland","Dorchester County",2023,1,"1526","22191.3333333333333334","281382538","975.37"
"Kentucky","Breathitt County",2023,1,"714","5319.3333333333333333","52919606","765.27"
"Nebraska","Furnas County",2023,1,"418","3482.6666666666666666","42653310","942.10"
"Virginia","York County",2023,1,"3692","42461.3333333333336667","528111092","956.73"
"Washington","Yakima County",2023,1,"12544","218901.3333333333333333","2670814782","938.54"
"Montana","Powder River County",2023,1,"216","1016.6666666666666666","11448166","866.19"
"Nebraska","Burt County",2023,1,"500","3532.6666666666666665","35623920","775.70"
"Oklahoma","Seminole County",2023,1,"1050","14909.3333333333333333","163433126","843.22"
"Virginia","Washington County",2023,1,"3444","39415.3333333333336667","455400390","888.76"
"South Carolina","Berkeley County",2023,1,"9170","123843.9999999999996666","2138723692","1328.42"
"West Virginia","Mercer County",2023,1,"3070","37542.6666666666666666","437347208","896.10"
"Iowa","Adair County",2023,1,"666","5841.3333333333333334","70031342","922.23"
"Wyoming","Crook County",2023,1,"704","4247.66666666666666670000","57690939","1044.75"
"Minnesota","Meeker County",2023,1,"1330","15418.6666666666666666","196708778","981.37"
"Michigan","Tuscola County",2023,1,"1884","23423.3333333333333334","275934116","906.18"
"Nebraska","Dawson County",2023,1,"1560","23318.6666666666666666","283326800","934.63"
"Ohio","Morrow County",2023,1,"1136","10205.3333333333333333","110154222","830.29"
"Mississippi","Lawrence County",2023,1,"426","5277.3333333333333334","68005926","991.26"
"Louisiana","St. Landry Parish",2023,1,"4114","46994.0000000000003333","542397758","887.83"
"Ohio","Portage County",2023,1,"7452","110352.6666666666660000","1545218006","1077.12"
"Idaho","Ada County",2023,1,"47826","554814.6666666666666667","9157402334","1269.64"
"Georgia","Miller County",2023,1,"354","3751.3333333333333334","42444560","870.35"
"Ohio","Van Wert County",2023,1,"1310","22679.3333333333333334","278048614","943.08"
"Illinois","Jefferson County",2023,1,"1682","36128.66666666666733330000","504317925","1073.76"
"Iowa","Marion County",2023,1,"2114","37761.3333333333340000","702948042","1431.97"
"Georgia","Putnam County",2023,1,"1170","12321.3333333333333333","134869226","842.00"
"West Virginia","Ritchie County",2023,1,"522","6061.3333333333333333","70890326","899.65"
"Utah","Sevier County",2023,1,"1548","19231.9999999999999999","204581830","818.27"
"Utah","Carbon County",2023,1,"1252","16731.3333333333333333","197755324","909.19"
"Kentucky","Carter County",2023,1,"1236","11643.3333333333333334","112943314","746.17"
"Texas","Burnet County",2023,1,"3310","32978.6666666666663333","447362456","1043.48"
"Tennessee","Chester County",2023,1,"622","8033.3333333333333333","78356992","750.31"
"Pennsylvania","Luzerne County",2023,1,"14942","283748.0000000000000000","3895000762","1055.92"
"Oklahoma","Okmulgee County",2023,1,"1666","19894.0000000000000001","223349732","863.61"
"Iowa","Ida County",2023,1,"606","7226.6666666666666667","105556180","1123.58"
"Wyoming","Washakie County",2023,1,"882","6996.6666666666666665","81666806","897.86"
"South Dakota","Lyman County",2023,1,"276","2594.6666666666666666","24224306","718.17"
"Virginia","Fluvanna County",2023,1,"1526","10040.6666666666666666","146475744","1122.17"
"Louisiana","Plaquemines Parish",2023,1,"1718","22384.6666666666666666","435949596","1498.11"
"Georgia","Evans County",2023,1,"570","9226.6666666666666666","86091704","717.75"
"Virginia","Fairfax city",2023,1,"4028","45494.6666666666663334","779851932","1318.59"
"South Carolina","Georgetown County",2023,1,"4552","50813.3333333333336667","622275270","942.02"
"Missouri","Reynolds County",2023,1,"554","3595.3333333333333333","37406452","800.32"
"North Carolina","Montgomery County",2023,1,"1216","18225.3333333333333333","207026390","873.79"
"Nebraska","Washington County",2023,1,"1372","15439.3333333333333334","230848808","1150.15"
"Idaho","Bingham County",2023,1,"2786","30574.0000000000000000","341960526","860.36"
"Nebraska","Loup County",2023,1,"38","184.0000000000000000","1620432","677.44"
"Nebraska","Boone County",2023,1,"504","4707.3333333333333333","59688250","975.37"
"North Carolina","Granville County",2023,1,"2208","40371.9999999999996667","581455958","1107.88"
"Wisconsin","Bayfield County",2023,1,"1058","5961.66666666666666670000","59212010","764.01"
"North Carolina","Camden County",2023,1,"440","2455.3333333333333334","30423818","953.15"
"Texas","Rockwall County",2023,1,"6452","77737.3333333333336666","1045125022","1034.18"
"New York","Allegany County",2023,1,"1818","26324.6666666666666666","336668546","983.78"
"Kentucky","Daviess County",2023,1,"6720","91668.6666666666663333","1201937052","1008.60"
"Indiana","Marshall County",2023,1,"2232","37506.6666666666666666","454569636","932.28"
"Virginia","Page County",2023,1,"1394","10714.0000000000000000","110795522","795.48"
"Tennessee","Cocke County",2023,1,"1160","15240.0000000000000000","157402834","794.48"
"Nebraska","Dixon County",2023,1,"296","3730.6666666666666665","43130468","889.31"
"Virginia","Cumberland County",2023,1,"698","2499.3333333333333334","26441330","813.80"
"Kentucky","Grayson County",2023,1,"1328","15404.0000000000000000","160275694","800.37"
"Florida","Palm Beach County",2023,1,"138394","1311827.9999999999996666","25610927384","1501.78"
"North Carolina","Swain County",2023,1,"1064","20536.0000000000000000","231880146","868.57"
"Minnesota","Carver County",2023,1,"5732","80792.0000000000000000","1382038626","1315.86"
"Illinois","Calhoun County",2023,1,"186","1465.3333333333333334","12612426","662.09"
"Louisiana","Claiborne Parish",2023,1,"564","6042.0000000000000000","68106626","867.09"
"Oregon","Jackson County",2023,1,"17284","179156.6666666666666666","2550274936","1094.99"
"Kansas","Barber County",2023,1,"416","3087.3333333333333334","34104318","849.73"
"South Dakota","Jackson County",2023,1,"166","1215.3333333333333333","12575304","795.94"
"Kansas","Russell County",2023,1,"602","4990.0000000000000000","52491638","809.18"
"Texas","Jones County",2023,1,"694","5864.0000000000000000","67649354","887.41"
"Tennessee","Haywood County",2023,1,"704","10411.3333333333333334","136689104","1009.91"
"Mississippi","Tunica County",2023,1,"530","11438.0000000000000000","125201918","842.01"
"South Dakota","Buffalo County",2023,1,"58","1030.0000000000000000","11978274","894.57"
"Kentucky","Woodford County",2023,1,"1996","19408.6666666666666666","244344054","968.42"
"Virginia","Hampton city",2023,1,"6838","98608.6666666666660000","1474387056","1150.15"
"Texas","Brooks County",2023,1,"298","4994.0000000000000000","60604244","933.49"
"North Carolina","Pender County",2023,1,"3690","27374.6666666666663333","311089898","874.17"
"Nebraska","Red Willow County",2023,1,"888","9903.3333333333333334","114174708","886.84"
"Kentucky","Johnson County",2023,1,"1254","10547.3333333333333333","106287008","775.17"
"Texas","McCulloch County",2023,1,"570","4868.0000000000000000","58981692","932.02"
"Tennessee","Coffee County",2023,1,"3050","52209.3333333333336666","726275088","1070.06"
"Georgia","Toombs County",2023,1,"1546","24374.0000000000000000","257467484","812.55"
"Pennsylvania","Warren County",2023,1,"1896","25817.3333333333333333","313976970","935.50"
"Kentucky","Leslie County",2023,1,"354","3262.0000000000000000","32448744","765.19"
"Wisconsin","Crawford County",2023,1,"1006","11758.66666666666666670000","126235703","825.81"
"West Virginia","Putnam County",2023,1,"3364","40069.9999999999996667","606167088","1163.67"
"Georgia","Whitfield County",2023,1,"5426","114022.0000000000003333","1509675244","1018.48"
"Virginia","Richmond city",2023,1,"19488","316260.6666666666663333","6787810442","1650.98"
"South Dakota","Hanson County",2023,1,"206","1234.6666666666666666","14266220","888.82"
"Pennsylvania","Snyder County",2023,1,"2002","31029.3333333333333334","345314860","856.05"
"Wisconsin","Brown County",2023,1,"14196","308822.6666666666666667","4764181468","1186.69"
"Oklahoma","Grady County",2023,1,"2528","27177.9999999999999999","326983508","925.48"
"Texas","Gonzales County",2023,1,"1132","14607.3333333333333334","193578206","1019.39"
"Texas","Grimes County",2023,1,"1170","15158.6666666666666667","233050792","1182.62"
"North Carolina","New Hanover County",2023,1,"21740","253821.9999999999996667","3868523314","1172.39"
"New Hampshire","Strafford County",2023,1,"6266","94282.6666666666663333","1594997560","1301.32"
"Oklahoma","Delaware County",2023,1,"1878","19024.0000000000000001","189028422","764.33"
"West Virginia","Taylor County",2023,1,"610","6390.6666666666666667","91819554","1105.21"
"Minnesota","Big Stone County",2023,1,"426","3145.9999999999999999","35780780","874.88"
"Maryland","Wicomico County",2023,1,"5070","90490.6666666666666666","1212943970","1031.08"
"South Dakota","Deuel County",2023,1,"382","2742.6666666666666667","33614316","942.77"
"Minnesota","Stearns County",2023,1,"9338","169259.9999999999996667","2501220030","1136.72"
"Oklahoma","Pittsburg County",2023,1,"2132","30296.6666666666663333","374379476","950.55"
"Minnesota","Pine County",2023,1,"1438","14982.6666666666666667","153515380","788.17"
"New Hampshire","Belknap County",2023,1,"4378","49141.3333333333336667","644279774","1008.52"
"Tennessee","Monroe County",2023,1,"1798","30550.0000000000003333","366123888","921.88"
"South Dakota","Tripp County",2023,1,"514","4385.3333333333333334","51101984","896.38"
"Michigan","Oscoda County",2023,1,"428","2588.6666666666666666","25262278","750.68"
"Louisiana","Red River Parish",2023,1,"382","5080.0000000000000001","65023136","984.60"
"South Dakota","Lincoln County",2023,1,"4846","55329.9999999999996666","873129828","1213.88"
"Missouri","Ray County",2023,1,"928","8088.6666666666666667","89527652","851.41"
"Virginia","Lynchburg city",2023,1,"5986","97108.6666666666660000","1396195400","1105.97"
"Texas","San Augustine County",2023,1,"324","4294.6666666666666667","55198802","988.68"
"Nebraska","Howard County",2023,1,"420","3040.6666666666666667","30340780","767.56"
"Virginia","Westmoreland County",2023,1,"1032","5950.6666666666666666","62516682","808.14"
"Texas","Webb County",2023,1,"11944","208560.0000000000003333","2301252846","848.77"
"Missouri","Nodaway County",2023,1,"1234","16951.3333333333333334","178505162","810.03"
"Louisiana","West Carroll Parish",2023,1,"442","3849.3333333333333334","37422706","747.84"
"Iowa","Shelby County",2023,1,"906","10941.3333333333333333","145412100","1022.32"
"Nebraska","Hooker County",2023,1,"72","488.0000000000000000","3838618","605.08"
"West Virginia","Hampshire County",2023,1,"982","7959.3333333333333333","79362234","767.00"
"West Virginia","Wyoming County",2023,1,"846","9206.6666666666666666","123632696","1032.97"
"Oklahoma","Bryan County",2023,1,"2428","42020.6666666666663334","534613414","978.66"
"Virginia","Manassas city",2023,1,"3518","49160.0000000000003333","1023459398","1601.46"
"Oklahoma","Jackson County",2023,1,"1328","18963.3333333333333333","237914444","965.08"
"Texas","Jim Wells County",2023,1,"1718","30697.9999999999999999","377008686","944.71"
"North Carolina","Hoke County",2023,1,"1412","17908.0000000000000000","195552798","839.99"
"Idaho","Boundary County",2023,1,"1122","7376.0000000000000000","81935226","854.49"
"West Virginia","Monongalia County",2023,1,"7082","115322.6666666666659999","1828104142","1219.39"
"Tennessee","Meigs County",2023,1,"312","4492.6666666666666666","56577350","968.71"
"Oklahoma","Kingfisher County",2023,1,"1198","13255.3333333333333334","175317190","1017.40"
"Michigan","Oceana County",2023,1,"1254","10969.3333333333333334","119538154","838.27"
"Idaho","Kootenai County",2023,1,"15468","134368.0000000000003333","1792169828","1025.98"
"Tennessee","Humphreys County",2023,1,"828","11994.6666666666666667","182838250","1172.56"
"Texas","Shelby County",2023,1,"1212","17337.3333333333333334","211320972","937.60"
"New York","Kings County",2023,1,"145974","1707471.3333333333336667","25672340830","1156.56"
"Massachusetts","Barnstable County",2023,1,"20222","170475.3333333333336667","2696646694","1216.80"
"Kansas","Chase County",2023,1,"148","1420.6666666666666666","15982172","865.37"
"Kentucky","Owen County",2023,1,"334","2882.6666666666666666","36920822","985.22"
"North Carolina","Yadkin County",2023,1,"1558","19976.0000000000000000","220668170","849.74"
"Texas","Lipscomb County",2023,1,"190","2432.6666666666666667","28164414","890.58"
"New York","Hamilton County",2023,1,"460","3046.6666666666666666","36232370","914.80"
"Texas","Hood County",2023,1,"3366","34934.0000000000003333","422142646","929.54"
"Montana","Carbon County",2023,1,"1180","5850.0000000000000001","58734046","772.31"
"North Carolina","Currituck County",2023,1,"1888","13317.3333333333333333","151584964","875.58"
"Louisiana","Livingston Parish",2023,1,"5916","62422.6666666666666667","689892112","850.15"
"Kansas","Lyon County",2023,1,"1726","31121.3333333333336667","359278154","888.03"
"Kansas","Kearny County",2023,1,"268","2983.3333333333333333","34900722","899.89"
"Texas","Wichita County",2023,1,"6836","107376.6666666666663333","1338683568","959.01"
"Michigan","Barry County",2023,1,"2204","25541.3333333333333334","320236394","964.46"
"Minnesota","Lac qui Parle County",2023,1,"482","4289.3333333333333334","47716112","855.72"
"Tennessee","Wilson County",2023,1,"8586","123252.0000000000000001","1692456736","1056.28"
"Ohio","Cuyahoga County",2023,1,"78738","1386658.0000000000010000","26094930766","1447.58"
"Montana","Ravalli County",2023,1,"4668","26189.3333333333333335","319818656","939.37"
"Pennsylvania","Washington County",2023,1,"11362","168058.0000000000003333","3464460410","1585.74"
"South Dakota","Douglas County",2023,1,"256","1711.00000000000000010000","19823284","891.21"
"Kentucky","Perry County",2023,1,"1820","23064.0000000000000000","280649696","936.02"
"Kentucky","Gallatin County",2023,1,"312","5264.0000000000000000","103225684","1508.44"
"Wisconsin","Winnebago County",2023,1,"8002","183234.6666666666663333","2896447452","1215.95"
"Montana","Gallatin County",2023,1,"18732","138667.3333333333336667","2062474668","1144.12"
"Missouri","St. Francois County",2023,1,"3608","43866.0000000000000000","441583980","774.36"
"Kentucky","Nelson County",2023,1,"2834","35492.0000000000000000","461564926","1000.37"
"New Mexico","Otero County",2023,1,"2582","34789.3333333333336667","420534580","929.85"
"Michigan","Charlevoix County",2023,1,"1864","20675.3333333333333333","285780302","1063.25"
"Indiana","Noble County",2023,1,"1928","34193.9999999999996667","426747738","960.01"
"Kansas","Graham County",2023,1,"214","1832.0000000000000000","20790428","872.96"
"Illinois","Randolph County",2023,1,"1210","19839.66666666666666670000","249152731","966.02"
"South Dakota","Brown County",2023,1,"3038","38841.3333333333333333","506531312","1003.16"
"Missouri","Johnson County",2023,1,"2520","32092.6666666666663333","347010492","831.75"
"Wyoming","Teton County",2023,1,"5820","44314.0000000000003334","962080090","1670.04"
"Missouri","Boone County",2023,1,"10284","195195.3333333333336666","2705373890","1066.14"
"Kansas","Neosho County",2023,1,"970","12912.6666666666666667","142055226","846.25"
"Texas","Bosque County",2023,1,"822","7803.3333333333333334","100841396","994.07"
"Oklahoma","Creek County",2023,1,"3480","41311.3333333333333334","545540476","1015.81"
"Kentucky","Henderson County",2023,1,"2720","37489.9999999999996667","504329518","1034.80"
"Indiana","Pike County",2023,1,"406","5212.0000000000000000","77033110","1136.92"
"Georgia","Baker County",2023,1,"134","846.66666666666666660000","8945842","812.77"
"New Mexico","San Miguel County",2023,1,"1596","14991.3333333333333334","152763142","783.85"
"Nebraska","Hamilton County",2023,1,"732","7282.0000000000000000","94857656","1002.02"
"Iowa","Hamilton County",2023,1,"970","11386.6666666666666667","142541934","962.95"
"Tennessee","Decatur County",2023,1,"568","6798.6666666666666666","72630340","821.77"
"Indiana","Madison County",2023,1,"4826","77831.3333333333340000","908123116","897.53"
"Tennessee","Obion County",2023,1,"1464","24430.0000000000000000","271901434","856.14"
"Mississippi","Scott County",2023,1,"1050","26818.0000000000000000","300178370","861.01"
"Georgia","Taylor County",2023,1,"372","2764.6666666666666666","34631308","963.57"
"Minnesota","Wilkin County",2023,1,"410","3206.0000000000000000","42674786","1023.92"
"Idaho","Boise County",2023,1,"502","3647.3333333333333334","28644032","604.11"
"Texas","Dickens County",2023,1,"132","796.0000000000000000","7593366","733.80"
"North Carolina","Wayne County",2023,1,"5120","81895.3333333333336666","986987380","927.06"
"Minnesota","Red Lake County",2023,1,"252","1918.6666666666666666","20267646","812.57"
"Indiana","Vanderburgh County",2023,1,"10314","212930.6666666666666667","3032709228","1095.59"
"Texas","Waller County",2023,1,"2242","46253.66666666666700000000","675562951","1123.51"
"North Dakota","Pierce County",2023,1,"396","3087.3333333333333333","37117498","924.81"
"Illinois","Douglas County",2023,1,"1194","15018.0000000000000000","184384538","944.43"
"Virginia","Wythe County",2023,1,"2054","23374.0000000000000000","263043520","865.67"
"Vermont","Orleans County",2023,1,"2064","21331.3333333333333334","248523584","896.20"
"Texas","Van Zandt County",2023,1,"2266","24723.3333333333333334","264002770","821.41"
"Nebraska","Dakota County",2023,1,"1004","27010.0000000000000001","391950736","1116.26"
"Indiana","Elkhart County",2023,1,"10320","265313.9999999999996667","4270614646","1238.19"
"Nebraska","Richardson County",2023,1,"618","4564.0000000000000000","47323176","797.60"
"Virginia","Alleghany County",2023,1,"1260","6498.6666666666666666","73266142","867.23"
"Minnesota","Pennington County",2023,1,"832","19828.0000000000000000","275148760","1067.44"
"Maryland","Carroll County",2023,1,"9066","113465.3333333333340000","1524630356","1033.61"
"Florida","Citrus County",2023,1,"7238","69069.3333333333336667","793765816","884.02"
"Texas","Navarro County",2023,1,"2036","34156.6666666666663333","421056236","948.25"
"North Carolina","Northampton County",2023,1,"736","9858.0000000000000000","115770120","903.37"
"Indiana","Floyd County",2023,1,"4044","62638.0000000000003334","831363630","1020.96"
"Wisconsin","Chippewa County",2023,1,"3590","50961.9999999999996666","636768340","961.15"
"Georgia","Crisp County",2023,1,"1312","17268.6666666666666667","211571370","942.44"
"Hawaii","Maui County",2023,1,"15284","145138.66666666666733330000","2084547628","1104.80"
"Texas","Swisher County",2023,1,"386","3716.0000000000000000","38286344","792.55"
"Iowa","Pottawattamie County",2023,1,"5352","78801.3333333333336667","1064609190","1039.23"
"South Dakota","Brule County",2023,1,"504","4168.6666666666666666","40529412","747.88"
"Michigan","Iosco County",2023,1,"1328","14758.6666666666666666","205278732","1069.93"
"South Carolina","Dillon County",2023,1,"1028","19418.6666666666666665","194037580","768.64"
"Oklahoma","Comanche County",2023,1,"5280","81176.6666666666660000","948969082","899.24"
"North Dakota","Cass County",2023,1,"17872","247508.0000000000000000","4024121820","1250.66"
"Missouri","Douglas County",2023,1,"524","5093.3333333333333333","43129256","651.37"
"Tennessee","Sevier County",2023,1,"6744","97830.6666666666663334","1020936674","802.75"
"Minnesota","Renville County",2023,1,"1202","10487.9999999999999999","134506868","986.53"
"Kentucky","Lawrence County",2023,1,"662","8204.6666666666666667","84760870","794.68"
"Kansas","Harvey County",2023,1,"1632","28861.3333333333336667","343500642","915.52"
"Iowa","Sioux County",2023,1,"3166","43579.3333333333333334","557006482","983.19"
"Virginia","Wise County",2023,1,"1858","22146.0000000000000000","243309202","845.12"
"Oklahoma","Noble County",2023,1,"538","9639.3333333333333333","115836620","924.39"
"Louisiana","Lincoln Parish",2023,1,"3006","37189.9999999999996667","427174036","883.56"
"Kentucky","Casey County",2023,1,"708","7892.6666666666666666","82001920","799.20"
"Texas","Walker County",2023,1,"2294","50001.9999999999999999","645259574","992.67"
"North Carolina","Catawba County",2023,1,"10298","179929.3333333333340000","2498387582","1068.11"
"Louisiana","Jefferson Davis Parish",2023,1,"1640","15679.3333333333333335","170031518","834.18"
"Massachusetts","Hampshire County",2023,1,"10338","127005.3333333333336667","2000823898","1211.84"
"Iowa","Black Hawk County",2023,1,"7816","142015.3333333333340000","2018295444","1093.22"
"Georgia","Dooly County",2023,1,"480","6543.3333333333333333","73076764","859.09"
"North Carolina","Washington County",2023,1,"550","6264.6666666666666666","74726628","917.56"
"Texas","Coke County",2023,1,"224","1660.6666666666666667","29881892","1384.15"
"Tennessee","Sumner County",2023,1,"10424","121039.3333333333340000","1722214902","1094.50"
"Montana","Dawson County",2023,1,"846","6636.0000000000000000","78134066","905.71"
"Nebraska","Brown County",2023,1,"350","2675.3333333333333333","28377796","815.94"
"Texas","Cochran County",2023,1,"254","1382.6666666666666666","21544448","1198.60"
"Virginia","Chesapeake city",2023,1,"14636","205285.3333333333340001","2889285056","1082.65"
"Mississippi","Smith County",2023,1,"404","5549.3333333333333333","63007098","873.38"
"Iowa","Wayne County",2023,1,"368","4161.9999999999999999","49945102","923.10"
"Georgia","Monroe County",2023,1,"1320","15028.6666666666666667","209285956","1071.21"
"Pennsylvania","Greene County",2023,1,"1656","23454.6666666666666666","385116698","1263.05"
"Washington","Clallam County",2023,1,"4638","48060.0000000000003333","610950938","977.87"
"Michigan","Marquette County",2023,1,"3606","51134.6666666666666666","662316558","996.34"
"South Carolina","Fairfield County",2023,1,"808","11546.0000000000000000","190856036","1271.54"
"Nebraska","Adams County",2023,1,"2172","30489.3333333333336667","355699414","897.41"
"Virginia","Suffolk city",2023,1,"4814","69741.9999999999999999","1061729022","1171.05"
"Oklahoma","Cotton County",2023,1,"240","3359.3333333333333333","34633264","793.04"
"North Carolina","Jones County",2023,1,"412","3289.3333333333333334","38854040","908.63"
"Minnesota","Itasca County",2023,1,"2620","30280.6666666666663334","394245566","1001.52"
"Michigan","Bay County",2023,1,"4604","66721.3333333333336666","943268600","1087.50"
"North Dakota","Rolette County",2023,1,"560","8809.3333333333333334","106187322","927.23"
"Illinois","Marion County",2023,1,"1618","25108.0000000000000000","283608542","868.89"
"Mississippi","Harrison County",2023,1,"9850","174930.6666666666660000","2085107660","916.89"
"Missouri","Mercer County",2023,1,"218","3036.6666666666666667","34448544","872.63"
"Minnesota","Jackson County",2023,1,"732","9643.3333333333333333","131835468","1051.63"
"Virginia","Grayson County",2023,1,"912","6588.0000000000000000","58858954","687.25"
"Maryland","Garrett County",2023,1,"2118","23226.0000000000000001","258951652","857.63"
"North Carolina","Haywood County",2023,1,"3880","35571.3333333333333333","420012034","908.28"
"Illinois","Piatt County",2023,1,"736","6978.0000000000000001","82023098","904.19"
"Maryland","Charles County",2023,1,"6214","81208.0000000000000000","1187746110","1125.07"
"Maryland","Baltimore County",2023,1,"44900","722978.6666666666656667","12796820290","1361.55"
"Texas","Hudspeth County",2023,1,"176","2655.3333333333333334","46398608","1344.13"
"South Dakota","Roberts County",2023,1,"612","6687.3333333333333333","77917318","896.27"
"Mississippi","Noxubee County",2023,1,"460","4346.0000000000000000","45211198","800.23"
